gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3898458609	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AD-A01	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Cordiaceae	Cordia	Cordia dentata		SPECIES	Cordia alba (Jacq.) Roem. & Schult.	Cordia alba	(Jacq.) Roem. & Schult.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.612222	-75.239722			47.0	0.0			2022-06-22T00:00:00	22	6	2022	5361860	5361859	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.580Z		COORDINATE_ROUNDED
3898458608	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H39	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Guazuma	Guazuma ulmifolia		SPECIES	Guazuma ulmifolia Lam.	Guazuma ulmifolia	Lam.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	3152195	3152195	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.579Z		COORDINATE_ROUNDED
3898458607	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H32	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Combretum	Combretum fruticosum		SPECIES	Combretum fruticosum (Loefl.) Stuntz	Combretum fruticosum	(Loefl.) Stuntz	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	3698513	3698513	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)	UNO		RA07	Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.528Z		COORDINATE_ROUNDED
3898458606	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H31	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Guazuma	Guazuma ulmifolia		SPECIES	Guazuma ulmifolia Lam.	Guazuma ulmifolia	Lam.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	3152195	3152195	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.527Z		COORDINATE_ROUNDED
3898458605	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H34	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Guazuma	Guazuma ulmifolia		SPECIES	Guazuma ulmifolia Lam.	Guazuma ulmifolia	Lam.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	3152195	3152195	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.527Z		COORDINATE_ROUNDED
3898458604	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H33	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Guazuma	Guazuma ulmifolia		SPECIES	Guazuma ulmifolia Lam.	Guazuma ulmifolia	Lam.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	3152195	3152195	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.526Z		COORDINATE_ROUNDED
3898458603	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H36	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Guazuma	Guazuma ulmifolia		SPECIES	Guazuma ulmifolia Lam.	Guazuma ulmifolia	Lam.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	3152195	3152195	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.526Z		COORDINATE_ROUNDED
3898458602	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H35	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Cordiaceae	Cordia	Cordia lucidula		SPECIES	Cordia lucidula I.M.Johnst.	Cordia lucidula	I.M.Johnst.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	5661646	5661646	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.525Z		COORDINATE_ROUNDED
3898458601	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H38	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Guazuma	Guazuma ulmifolia		SPECIES	Guazuma ulmifolia Lam.	Guazuma ulmifolia	Lam.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	3152195	3152195	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.525Z		COORDINATE_ROUNDED
3898458600	09c35210-0fb1-424a-ad3f-6f8ab866bc97	Promigas:Paiva-Caracoli:2022_ER-AA-H37	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Cordiaceae	Cordia	Cordia lucidula		SPECIES	Cordia lucidula I.M.Johnst.	Cordia lucidula	I.M.Johnst.	CO	Hacienda El Ceibal	Bolívar	PRESENT	1	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	10.614722	-75.240833			44.0	0.0			2022-06-15T00:00:00	15	6	2022	5661646	5661646	HUMAN_OBSERVATION	PROMIGAS S.A. E.S.P. (Promigas)				Gina M. Rodríguez M.		CC_BY_NC_4_0		Rosa Arrieta;Lino Olivares			2023-01-24T15:08:34.524Z		COORDINATE_ROUNDED
